,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
7357,High-Density Mixed,7228.26305238574,901.111681807095,9.36810216737419,020403020405,wikisrat,12
7358,Low-Density Open Space,5112.53273970944,303.271377199785,10.1992232571314,020403020405,wikisrat,12
7359,Low-Density Mixed,4806.21355004567,332.929349075397,8.46666555648694,020403020405,wikisrat,12
7360,Hay/Pasture,50.3705210054776,3.0752354283476,0.17936869920282,020403020405,wikisrat,12
7361,Farm Animals,,1817.46617429682,114.814472214902,020403020405,wikisrat,12
7362,Cropland,5315.6944340393,228.722014954566,6.39256848033574,020403020405,wikisrat,12
7363,Barren Areas,1.72327395130887,42.0888329508922,0.604092750664936,020403020405,wikisrat,12
7364,Medium-Density Mixed,16326.6787252839,1325.30724627985,23.393184643934,020403020405,wikisrat,12
7365,Stream Bank Erosion,2995699.16894767,131.220184944233,152.784923459815,020403020406,wikisrat,12
7366,Subsurface Flow,,7021.12656558946,18.2038489311729,020403020406,wikisrat,12
7367,Septic Systems,,725.571480765697,0.0,020403020406,wikisrat,12
7368,Wooded Areas,133.945487996763,9.2608866267594,0.0555686238705717,020403020406,wikisrat,12
7369,Point Sources,,0.0,0.0,020403020406,wikisrat,12
7370,Wetlands,496.102204209981,824.319622347924,5.8354374933623,020403020406,wikisrat,12
7371,Open Land,5.7200523473689,5.30595846803487,0.00825596026620227,020403020406,wikisrat,12
7372,Farm Animals,,1253.23597312256,29.4893951294127,020403020406,wikisrat,12
7373,Low-Density Open Space,2659.35136363333,271.833089852145,2.16210901141538,020403020406,wikisrat,12
7374,Low-Density Mixed,2512.46609525501,241.559955738995,2.23400178753366,020403020406,wikisrat,12
7375,High-Density Mixed,7544.76304080919,681.551539364672,8.48477270131145,020403020406,wikisrat,12
7376,Hay/Pasture,105.014843031508,5.55289003423359,0.148971862870058,020403020406,wikisrat,12
7377,Medium-Density Mixed,5748.28753612854,569.747075161091,5.70320915411317,020403020406,wikisrat,12
7378,Cropland,10005.8686610373,178.373922859493,2.97300846543315,020403020406,wikisrat,12
7379,Barren Areas,0.362685382028031,9.38980421198862,0.0389076095804606,020403020406,wikisrat,12
7380,Wetlands,797.000184830735,686.542677896258,13.8051613587247,020403020407,wikisrat,12
7381,Subsurface Flow,,5254.834862171,33.9386738689932,020403020407,wikisrat,12
7382,Stream Bank Erosion,4601542.47430861,54.2841318778944,586.714795228201,020403020407,wikisrat,12
7383,Septic Systems,,775.805159463664,0.0,020403020407,wikisrat,12
7384,Point Sources,,0.0,0.0,020403020407,wikisrat,12
7385,Open Land,30.9358385939072,4.171192892416,0.0619705798039329,020403020407,wikisrat,12
7386,Medium-Density Mixed,17098.5509510394,623.605110753443,31.4435180675097,020403020407,wikisrat,12
7387,Wooded Areas,66.2985692500261,2.22144081628063,0.0390448748051821,020403020407,wikisrat,12
7388,Low-Density Mixed,4352.33546364897,290.504213369995,7.66584362982813,020403020407,wikisrat,12
7389,High-Density Mixed,14962.5214146212,442.509054627978,29.7836903352617,020403020407,wikisrat,12
7390,Hay/Pasture,82.0598596692463,2.93762176059364,0.2211690663205,020403020407,wikisrat,12
7391,Farm Animals,,2310.27968430783,43.7422218932886,020403020407,wikisrat,12
7392,Cropland,1602.17182676091,112.346151210381,0.758950675037434,020403020407,wikisrat,12
7393,Barren Areas,2.87835503103152,23.375792063298,0.675111866776223,020403020407,wikisrat,12
7394,Low-Density Open Space,2268.88498476355,185.71550858844,3.41645180911957,020403020407,wikisrat,12
7395,Wooded Areas,20.5555079916657,2.67663845529813,0.134776842558419,020403020408,wikisrat,12
7396,Wetlands,388.677490864627,971.546281905228,35.5310058154691,020403020408,wikisrat,12
7397,Subsurface Flow,,50273.9509953171,577.559740155499,020403020408,wikisrat,12
7398,Stream Bank Erosion,38535483.7543026,4313.02632550448,5251.97069362232,020403020408,wikisrat,12
7399,Septic Systems,,4614.76550889312,0.0,020403020408,wikisrat,12
7400,Point Sources,,0.0,0.0,020403020408,wikisrat,12
7401,Open Land,17.6013901139775,8.17465007168495,0.135161492284706,020403020408,wikisrat,12
7402,Medium-Density Mixed,123928.320672192,3488.80041179376,254.614380744724,020403020408,wikisrat,12
7403,Low-Density Mixed,17427.5680359315,551.740979599217,45.8224144077871,020403020408,wikisrat,12
7404,High-Density Mixed,79766.2362227579,2477.12004113918,146.721486936757,020403020408,wikisrat,12
7405,Hay/Pasture,11.752798417949,1.77187930563095,0.500824849262911,020403020408,wikisrat,12
7406,Farm Animals,,5439.93817600679,1244.42693080243,020403020408,wikisrat,12
7407,Cropland,147.954496506975,4.84768834329611,0.437440031797293,020403020408,wikisrat,12
7408,Barren Areas,2.55996076762418,34.3790295875474,0.500601168665112,020403020408,wikisrat,12
7409,Low-Density Open Space,8529.26800752934,271.720672392105,22.2653122686093,020403020408,wikisrat,12
7410,Point Sources,,0.0,0.0,020403020500,wikisrat,12
7411,Wooded Areas,1.07356875769273,2.30767536852225,0.10922469850427,020403020500,wikisrat,12
7412,Wetlands,31.7192090301765,30.8350926611002,1.45645455691127,020403020500,wikisrat,12
7413,Subsurface Flow,,0.0,0.0,020403020500,wikisrat,12
7414,Stream Bank Erosion,6560606.59328147,2.93958524999016,226.348064249242,020403020500,wikisrat,12
7415,Septic Systems,,1581.24028778009,0.0,020403020500,wikisrat,12
7416,Medium-Density Mixed,43045.3454257302,1343.45836243174,138.412471365065,020403020500,wikisrat,12
7417,Open Land,36.0285738476241,44.4258987647161,0.782790663109522,020403020500,wikisrat,12
7418,Low-Density Mixed,2028.05425636655,58.0053526545673,5.87073998131394,020403020500,wikisrat,12
7419,High-Density Mixed,123972.437881616,3866.49385469745,398.954760776064,020403020500,wikisrat,12
7420,Hay/Pasture,0.0,3.03076665874302,0.417134978580829,020403020500,wikisrat,12
7421,Farm Animals,,5656.33970333814,1373.3725870248,020403020500,wikisrat,12
7422,Cropland,0.505739820446649,70.354936520881,3.18455162578819,020403020500,wikisrat,12
7423,Barren Areas,41.9087048806253,624.541679025634,19.5664610271875,020403020500,wikisrat,12
7424,Low-Density Open Space,1070.93235157671,31.3328006461912,3.01817939205519,020403020500,wikisrat,12
7425,Cropland,35164.074692073,598.250245333674,57.2129249396179,020403030101,wikisrat,12
7426,Point Sources,,0.0,0.0,020403030101,wikisrat,12
7427,Open Land,74.492965507565,3.99237178461987,0.107586134683658,020403030101,wikisrat,12
7428,Barren Areas,32.2999463717642,92.9638360298422,2.93149554512991,020403030101,wikisrat,12
7429,High-Density Mixed,6972.05038600799,145.76905488847,13.7833645184409,020403030101,wikisrat,12
7430,Hay/Pasture,12.72572038107,0.425954716302444,0.106637574982435,020403030101,wikisrat,12
7431,Septic Systems,,755.391624020428,0.0,020403030101,wikisrat,12
7432,Low-Density Mixed,6012.95522671735,170.829711542748,16.7584135127527,020403030101,wikisrat,12
7433,Farm Animals,,10217.4547403905,3171.77672244841,020403030101,wikisrat,12
7434,Stream Bank Erosion,767489.643580744,19.3429794388718,83.8195775684443,020403030101,wikisrat,12
7435,Medium-Density Mixed,25506.3391888559,533.480411643969,50.4017798557994,020403030101,wikisrat,12
7436,Wetlands,289.401555108755,226.525402964663,11.1383187166741,020403030101,wikisrat,12
7437,Wooded Areas,225.318678779032,14.6175921791224,0.807976590716196,020403030101,wikisrat,12
7438,Low-Density Open Space,4255.97804641172,120.929038620831,11.8598140038705,020403030101,wikisrat,12
7439,Subsurface Flow,,68635.2266597648,495.724706509227,020403030101,wikisrat,12
7440,Cropland,104647.832817949,1951.29537211975,60.837333119303,020403030102,wikisrat,12
7441,Farm Animals,,27853.4349519345,2694.08810631528,020403030102,wikisrat,12
7442,Hay/Pasture,76.3428831730026,6.87911484223243,0.433393602740393,020403030102,wikisrat,12
7443,High-Density Mixed,2237.42342371681,74.814924482511,2.17926107375163,020403030102,wikisrat,12
7444,Low-Density Mixed,5918.76643035874,266.415291170819,8.7056817548013,020403030102,wikisrat,12
7445,Low-Density Open Space,7530.08233157315,339.323789075277,11.0391940136201,020403030102,wikisrat,12
7446,Medium-Density Mixed,17000.8182560686,551.462843674486,16.8300338660143,020403030102,wikisrat,12
7447,Barren Areas,0.558724825733135,1.29555216241188,0.0120933384629896,020403030102,wikisrat,12
7448,Open Land,311.279209582295,36.6699070884741,0.316953519815377,020403030102,wikisrat,12
7449,Stream Bank Erosion,1863021.4567515,250.985961334102,89.7603551923782,020403030102,wikisrat,12
7450,Subsurface Flow,,275384.18244946,612.218670084895,020403030102,wikisrat,12
7451,Wetlands,209.237946474168,249.503747960654,3.96785370578367,020403030102,wikisrat,12
7452,Wooded Areas,1079.5182961415,23.5532059845693,0.540214591117985,020403030102,wikisrat,12
7453,Septic Systems,,1446.40570947556,0.0,020403030102,wikisrat,12
7454,Point Sources,,0.0,0.0,020403030102,wikisrat,12
7455,Barren Areas,0.837814491752864,1.71306714744216,0.013009565903514,020403030103,wikisrat,12
7456,Cropland,74494.7861991146,3324.93477834465,64.6819457916675,020403030103,wikisrat,12
7457,Farm Animals,,20670.9696639718,1507.43174385745,020403030103,wikisrat,12
7458,Hay/Pasture,54.0677138769709,4.83440204657983,0.266164839557132,020403030103,wikisrat,12
7459,High-Density Mixed,2492.65057418525,73.4815183002898,3.04948967058509,020403030103,wikisrat,12
7460,Low-Density Mixed,5003.94231189766,221.009256997661,8.3127666965044,020403030103,wikisrat,12
7461,Low-Density Open Space,5929.64171890556,264.740734156849,9.68117592974722,020403030103,wikisrat,12
7462,Point Sources,,0.0,0.0,020403030103,wikisrat,12
7463,Medium-Density Mixed,15307.6428341215,485.829822504429,17.2185606590378,020403030103,wikisrat,12
7464,Open Land,235.816765404977,8.35457342824682,0.118968976788032,020403030103,wikisrat,12
7465,Stream Bank Erosion,1338937.22053666,156.312243695799,66.0258003823121,020403030103,wikisrat,12
7466,Wetlands,269.031821304796,172.735962096094,2.67526276865964,020403030103,wikisrat,12
7467,Wooded Areas,476.191100505988,31.2244275891048,0.448210291919448,020403030103,wikisrat,12
7468,Septic Systems,,1267.76943113641,0.0,020403030103,wikisrat,12
7469,Subsurface Flow,,257785.997826564,461.784213557593,020403030103,wikisrat,12
7470,Barren Areas,10.6100786936713,37.8675098876995,0.932528800943241,020403030104,wikisrat,12
7471,Cropland,0.0,0.0,0.0,020403030104,wikisrat,12
7472,Farm Animals,,0.0,0.0,020403030104,wikisrat,12
7473,Hay/Pasture,0.0,0.0,0.0,020403030104,wikisrat,12
7474,High-Density Mixed,8451.32622697299,243.243957715521,17.0306189877835,020403030104,wikisrat,12
7475,Low-Density Mixed,5910.28283023539,231.609653509985,15.7989326385538,020403030104,wikisrat,12
7476,Low-Density Open Space,2864.22277603149,113.783062631716,7.55249347568555,020403030104,wikisrat,12
7477,Medium-Density Mixed,23449.1406933189,638.298550468666,47.0416563275759,020403030104,wikisrat,12
7478,Open Land,51.8778324552095,0.697162041426653,0.0245694139812854,020403030104,wikisrat,12
7479,Septic Systems,,1556.32208865934,0.0,020403030104,wikisrat,12
7480,Stream Bank Erosion,1810315.44738077,0.0,110.499366321853,020403030104,wikisrat,12
7481,Point Sources,,0.0,0.0,020403030104,wikisrat,12
7482,Subsurface Flow,,86103.5372029124,556.93979827688,020403030104,wikisrat,12
7483,Wooded Areas,81.3330197632213,4.60707856686058,0.178917091054653,020403030104,wikisrat,12
7484,Wetlands,67.6146807763555,105.909354661561,1.24368352664125,020403030104,wikisrat,12
7485,Barren Areas,2.39116043194608,0.389347625791748,0.0131130454427373,020403030201,wikisrat,12
7486,Cropland,128902.827586275,3143.66559054721,242.062929920666,020403030201,wikisrat,12
7487,Farm Animals,,15631.6607930128,3960.04367843548,020403030201,wikisrat,12
7488,Hay/Pasture,89.6538891367087,3.47866346009047,0.642889112018932,020403030201,wikisrat,12
7489,High-Density Mixed,1052.03850820475,21.0007386109516,1.99986578524574,020403030201,wikisrat,12
7490,Low-Density Mixed,2055.08705522597,56.6410447479309,5.04575502452745,020403030201,wikisrat,12
7491,Low-Density Open Space,3907.74481512853,109.050020856597,9.46529963874072,020403030201,wikisrat,12
7492,Wooded Areas,823.534025941659,40.955485315761,1.84845869616154,020403030201,wikisrat,12
7493,Open Land,370.666020819675,11.4179888100083,0.353390612270986,020403030201,wikisrat,12
7494,Point Sources,,0.0,0.0,020403030201,wikisrat,12
7495,Septic Systems,,277.577410513235,0.0,020403030201,wikisrat,12
7496,Stream Bank Erosion,562950.924300051,252.212985132651,61.4364963784662,020403030201,wikisrat,12
7497,Subsurface Flow,,124083.320221507,738.0020360895,020403030201,wikisrat,12
7498,Wetlands,619.158933302596,135.301958760658,5.22385673725574,020403030201,wikisrat,12
7499,Medium-Density Mixed,5360.31050223604,109.144550779123,9.98177445382842,020403030201,wikisrat,12
7500,Low-Density Open Space,9076.7320358428,308.343696729772,17.3109260825359,020403030202,wikisrat,12
7501,Point Sources,,0.0,0.0,020403030202,wikisrat,12
7502,Open Land,334.434370199838,27.9752303537173,0.392550493629108,020403030202,wikisrat,12
7503,Medium-Density Mixed,15402.1156664692,420.459870316508,22.8822959914832,020403030202,wikisrat,12
7504,Subsurface Flow,,286499.171739537,1192.7956315599,020403030202,wikisrat,12
7505,Low-Density Mixed,4534.3962723875,153.855124725597,8.67392254394806,020403030202,wikisrat,12
7506,High-Density Mixed,4375.46879640509,121.278600424264,6.36950878894404,020403030202,wikisrat,12
7507,Hay/Pasture,122.070354669849,9.7654992884566,1.03035261161917,020403030202,wikisrat,12
7508,Farm Animals,,39270.2565146122,6807.15838690943,020403030202,wikisrat,12
7509,Cropland,220412.992906513,7653.9427858866,367.859012887667,020403030202,wikisrat,12
7510,Barren Areas,2.32238084355504,1.71455705644581,0.0350729219879113,020403030202,wikisrat,12
7511,Wetlands,989.534281956086,381.370651715466,9.72462611096576,020403030202,wikisrat,12
7512,Septic Systems,,1057.58357260356,0.0,020403030202,wikisrat,12
7513,Wooded Areas,1171.91625575441,82.1750667565312,2.46592633854315,020403030202,wikisrat,12
7514,Stream Bank Erosion,2283887.29900054,605.764655958969,165.942191349293,020403030202,wikisrat,12
7515,Cropland,168368.622635881,5681.58733898352,258.403487993034,020403030203,wikisrat,12
7516,Farm Animals,,24852.9776912585,3911.67329576283,020403030203,wikisrat,12
7517,Hay/Pasture,42.3149217809285,0.633563502969775,0.0677812763996544,020403030203,wikisrat,12
7518,High-Density Mixed,5681.83506768253,165.356732616577,9.06611274619634,020403030203,wikisrat,12
7519,Low-Density Mixed,3203.47997777794,111.430126576663,6.47303929401893,020403030203,wikisrat,12
7520,Wooded Areas,840.134853490445,5.51334636233089,0.377873921976018,020403030203,wikisrat,12
7521,Medium-Density Mixed,13109.8076464863,380.053636936571,21.0369498030582,020403030203,wikisrat,12
7522,Open Land,171.750405637244,4.00300913789432,0.114694169379429,020403030203,wikisrat,12
7523,Point Sources,,590.555807530119,7.37270308351643,020403030203,wikisrat,12
7524,Septic Systems,,925.398017043836,0.0,020403030203,wikisrat,12
7525,Stream Bank Erosion,993869.167090208,366.719789788933,79.9841516823599,020403030203,wikisrat,12
7526,Barren Areas,0.299437554459307,0.41902558130577,0.00580837896811498,020403030203,wikisrat,12
7527,Low-Density Open Space,4315.47651668634,154.885118473189,8.434851839149,020403030203,wikisrat,12
7528,Subsurface Flow,,220025.930555381,796.121321105612,020403030203,wikisrat,12
7529,Wetlands,766.606183527594,246.11378355632,5.50550628897447,020403030203,wikisrat,12
7530,Barren Areas,0.521723824174993,0.227798395441104,0.00333876671906974,020403030204,wikisrat,12
7531,Cropland,99439.215150071,6316.16612011656,180.249029372852,020403030204,wikisrat,12
7532,Farm Animals,,29627.8312637237,3022.57594381471,020403030204,wikisrat,12
7533,Hay/Pasture,27.9299709224407,4.5239362019529,0.314173487375258,020403030204,wikisrat,12
7534,High-Density Mixed,1504.61973137162,46.5919992802373,1.74429485447452,020403030204,wikisrat,12
7535,Low-Density Mixed,2611.14853655342,107.42219730106,4.06086437128208,020403030204,wikisrat,12
7536,Medium-Density Mixed,7189.63997035973,223.144927920984,8.3167906643926,020403030204,wikisrat,12
7537,Open Land,40.7470565709065,1.29958928144038,0.026183410356523,020403030204,wikisrat,12
7538,Point Sources,,0.0,0.0,020403030204,wikisrat,12
7539,Septic Systems,,572.356989383875,0.0,020403030204,wikisrat,12
7540,Stream Bank Erosion,2470469.00553122,958.32713684321,165.13007437637,020403030204,wikisrat,12
7541,Subsurface Flow,,278059.195115633,637.231220875453,020403030204,wikisrat,12
7542,Wetlands,678.785928907162,738.260233979736,10.2775431422465,020403030204,wikisrat,12
7543,Wooded Areas,239.484748234684,21.9018207729256,0.408424249843636,020403030204,wikisrat,12
7544,Low-Density Open Space,4446.98847980425,187.111462245096,6.74824355008228,020403030204,wikisrat,12
7545,Wetlands,142.646089048768,228.621415287246,2.8004095395964,020403030205,wikisrat,12
7546,Stream Bank Erosion,3433609.79493814,376.840320762346,159.709188731927,020403030205,wikisrat,12
7547,Septic Systems,,2433.02296421586,0.0,020403030205,wikisrat,12
7548,Point Sources,,0.0,0.0,020403030205,wikisrat,12
7549,Open Land,78.1596502846277,13.9995272896239,0.0931290601882101,020403030205,wikisrat,12
7550,Medium-Density Mixed,13765.6524701,920.290014879649,8.80003097502569,020403030205,wikisrat,12
7551,Wooded Areas,164.586760288953,21.5187263468807,0.394216401247204,020403030205,wikisrat,12
7552,Low-Density Open Space,4715.36248389799,315.109250443277,6.57746298247662,020403030205,wikisrat,12
7553,Low-Density Mixed,3820.19804379747,341.673244292605,4.03370580576946,020403030205,wikisrat,12
7554,High-Density Mixed,2213.34958882422,146.242061528913,1.56970759255566,020403030205,wikisrat,12
7555,Hay/Pasture,16.8697825964191,2.85943094989672,0.207700506849445,020403030205,wikisrat,12
7556,Farm Animals,,22206.587663173,2791.89736741672,020403030205,wikisrat,12
7557,Cropland,29339.0438661645,2350.63562797588,78.6821260747641,020403030205,wikisrat,12
7558,Barren Areas,1.38737215261198,3.8254918408103,0.0259211050389049,020403030205,wikisrat,12
7559,Subsurface Flow,,226559.50814958,507.363918497785,020403030205,wikisrat,12
7560,Barren Areas,7.54169840319064,8.53211472424063,0.120969964081995,020403030206,wikisrat,12
7561,Subsurface Flow,,153887.085215881,383.3948393125,020403030206,wikisrat,12
7562,Stream Bank Erosion,1517742.80710708,143.160684423728,70.7095351289949,020403030206,wikisrat,12
7563,Septic Systems,,1188.95130288186,0.0,020403030206,wikisrat,12
7564,Point Sources,,0.0,0.0,020403030206,wikisrat,12
7565,Open Land,130.210445661684,10.8011661224496,0.113319551903838,020403030206,wikisrat,12
7566,Medium-Density Mixed,15190.4351890618,474.351945794215,19.8607264796953,020403030206,wikisrat,12
7567,Low-Density Mixed,4520.19285999394,199.423477345131,7.57817874965305,020403030206,wikisrat,12
7568,High-Density Mixed,4495.31567066431,134.35989136687,6.35886633773898,020403030206,wikisrat,12
7569,Hay/Pasture,10.6734862455078,0.391171298070362,0.0228234128372458,020403030206,wikisrat,12
7570,Farm Animals,,12908.2462027141,1257.33131577087,020403030206,wikisrat,12
7571,Cropland,16610.5623891886,646.174343574457,16.6809335677111,020403030206,wikisrat,12
7572,Wetlands,165.179801607587,109.687565190671,1.9698143103826,020403030206,wikisrat,12
7573,Wooded Areas,520.1139469782,9.95164014204896,0.218232300266078,020403030206,wikisrat,12
7574,Low-Density Open Space,3994.38394429757,182.06604125964,6.35577295466125,020403030206,wikisrat,12
7575,Barren Areas,5.83688347653498,15.6690515616763,0.239483090190832,020403030301,wikisrat,12
7576,Farm Animals,,26366.4695849887,1318.57914356093,020403030301,wikisrat,12
7577,Hay/Pasture,13.5925184812663,6.1345626281547,0.355790879770885,020403030301,wikisrat,12
7578,High-Density Mixed,3915.68705960539,129.600340887205,5.13468688423622,020403030301,wikisrat,12
7579,Low-Density Mixed,2863.55016521443,187.250499065029,4.11714167903564,020403030301,wikisrat,12
7580,Low-Density Open Space,2871.93032455723,228.017352772844,3.77216440065496,020403030301,wikisrat,12
7581,Wooded Areas,54.4092397700887,35.6662535653383,0.195422669939835,020403030301,wikisrat,12
7582,Medium-Density Mixed,20399.9890463949,825.828567674699,22.5511451306529,020403030301,wikisrat,12
7583,Open Land,2.84178962295653,4.97588116250174,0.0103368371124096,020403030301,wikisrat,12
7584,Point Sources,,0.0,0.0,020403030301,wikisrat,12
7585,Septic Systems,,2093.02598237602,0.0,020403030301,wikisrat,12
7586,Stream Bank Erosion,4454134.9357308,771.136089837811,330.021729456172,020403030301,wikisrat,12
7587,Subsurface Flow,,243034.912739954,298.405813418317,020403030301,wikisrat,12
7588,Wetlands,130.921900674939,654.236688516792,3.77359928563151,020403030301,wikisrat,12
7589,Cropland,32782.4635913726,6831.64152099702,100.369867147855,020403030301,wikisrat,12
7590,Barren Areas,0.659311148495612,0.851111980112359,0.0147398321964676,020403030302,wikisrat,12
7591,Subsurface Flow,,254347.3338271,945.428619091464,020403030302,wikisrat,12
7592,Stream Bank Erosion,6780219.05221053,2613.15944164283,710.333576617165,020403030302,wikisrat,12
7593,Septic Systems,,1043.08838268576,0.0,020403030302,wikisrat,12
7594,Point Sources,,549.478723252247,139.618705886689,020403030302,wikisrat,12
7595,Open Land,70.75040904032,7.90598195938456,0.109513464397386,020403030302,wikisrat,12
7596,Low-Density Open Space,9242.2457515408,300.409982451195,19.2937064987783,020403030302,wikisrat,12
7597,Low-Density Mixed,5204.17239935046,164.348252497135,11.2096302592964,020403030302,wikisrat,12
7598,High-Density Mixed,3492.64089040265,89.5346959911307,5.24714231958041,020403030302,wikisrat,12
7599,Hay/Pasture,176.581510857336,15.6659873941056,1.93953197301076,020403030302,wikisrat,12
7600,Farm Animals,,27982.6648892646,4822.98197810058,020403030302,wikisrat,12
7601,Cropland,366071.853559223,14936.5954336791,786.518056884283,020403030302,wikisrat,12
7602,Wetlands,1535.09110517236,880.446837779059,25.0617546461833,020403030302,wikisrat,12
7603,Wooded Areas,535.429283237501,73.0362538777763,2.26218980958476,020403030302,wikisrat,12
7604,Medium-Density Mixed,16877.6294351461,409.248248518282,27.1123195357808,020403030302,wikisrat,12
7605,Barren Areas,1.88604201430474,1.95314614009579,0.0636797705774812,020403030303,wikisrat,12
7606,Cropland,12935.8321827115,3390.19002316252,23.5934952655012,020403030303,wikisrat,12
7607,Farm Animals,,87834.6535497283,2516.16616813743,020403030303,wikisrat,12
7608,Hay/Pasture,3.48708819481362,4.53247439178337,0.0680378807739943,020403030303,wikisrat,12
7609,High-Density Mixed,15632.6941569414,435.542194136574,32.1417306119136,020403030303,wikisrat,12
7610,Low-Density Mixed,1977.8772177475,111.210773307619,3.07077980734818,020403030303,wikisrat,12
7611,Low-Density Open Space,1726.6748400763,113.11316086359,2.16281662006716,020403030303,wikisrat,12
7612,Medium-Density Mixed,18524.605268381,679.259645567416,30.4985483976568,020403030303,wikisrat,12
7613,Open Land,50.0578536222209,3.18546549168682,0.0526087245941592,020403030303,wikisrat,12
7614,Point Sources,,43909.25783,599859.121564,020403030303,wikisrat,12
7615,Septic Systems,,1556.19132699576,0.0,020403030303,wikisrat,12
7616,Wooded Areas,56.4842684106146,21.6853401040953,0.10150125809287,020403030303,wikisrat,12
7617,Wetlands,383.387326504421,382.539330552097,2.7887504650391,020403030303,wikisrat,12
7618,Stream Bank Erosion,5571665.39668642,594.796134686962,387.500035296406,020403030303,wikisrat,12
7619,Subsurface Flow,,159732.39647756,340.119331417409,020403030303,wikisrat,12
7620,Wetlands,365.341667566329,467.933246669886,4.44977966066807,020403030304,wikisrat,12
7621,Subsurface Flow,,78679.5512009543,128.901587714484,020403030304,wikisrat,12
7622,Barren Areas,0.300012859878805,2.2026710403973,0.0231091141447421,020403030304,wikisrat,12
7623,Cropland,15434.5069566423,1855.54614423242,25.5820989252505,020403030304,wikisrat,12
7624,Farm Animals,,63190.4586710925,3301.85795343473,020403030304,wikisrat,12
7625,Hay/Pasture,17.6859401410327,5.48725353341181,0.191277611003925,020403030304,wikisrat,12
7626,High-Density Mixed,11813.4440045393,382.089915449331,20.9121379947149,020403030304,wikisrat,12
7627,Low-Density Mixed,4152.49688997541,216.294367332235,5.61781584007354,020403030304,wikisrat,12
7628,Low-Density Open Space,4775.27044334235,257.81972413906,6.13192290248548,020403030304,wikisrat,12
7629,Medium-Density Mixed,15889.1611799097,661.348648709262,20.6775158882205,020403030304,wikisrat,12
7630,Open Land,42.2963042293871,8.66661537376569,0.0516126890004878,020403030304,wikisrat,12
7631,Point Sources,,104.318528023894,0.0,020403030304,wikisrat,12
7632,Septic Systems,,1570.86947029653,0.0,020403030304,wikisrat,12
7633,Wooded Areas,102.919934868371,30.1979979978902,0.348254445651271,020403030304,wikisrat,12
7634,Stream Bank Erosion,4526256.18105173,341.508680929553,274.462281582481,020403030304,wikisrat,12
7635,Barren Areas,1.86055059473011,2.44865693250743,0.0159223810297469,020403030401,wikisrat,12
7636,Subsurface Flow,,152389.935146311,272.889392305684,020403030401,wikisrat,12
7637,Cropland,222379.841706557,9883.16627891247,255.441365150493,020403030401,wikisrat,12
7638,Farm Animals,,27483.2701484737,2178.11563617893,020403030401,wikisrat,12
7639,Hay/Pasture,103.82737338353,14.1475665294199,1.10586595327914,020403030401,wikisrat,12
7640,High-Density Mixed,1823.36589902861,76.447299297202,1.61427560908844,020403030401,wikisrat,12
7641,Low-Density Mixed,2158.94988875052,107.922612038285,2.67536501343221,020403030401,wikisrat,12
7642,Low-Density Open Space,4158.07618914739,204.562649147833,5.32414938304148,020403030401,wikisrat,12
7643,Medium-Density Mixed,6384.73694454393,262.119900109905,5.84415764531421,020403030401,wikisrat,12
7644,Open Land,108.17130437828,13.6040581456099,0.12272287486611,020403030401,wikisrat,12
7645,Point Sources,,756.149945223785,0.193079168546028,020403030401,wikisrat,12
7646,Septic Systems,,661.917967565637,0.0,020403030401,wikisrat,12
7647,Wooded Areas,857.362302885258,124.37037034728,1.66388936501041,020403030401,wikisrat,12
7648,Wetlands,1582.00639140504,1325.67173102449,17.6440764060995,020403030401,wikisrat,12
7649,Stream Bank Erosion,4146246.02887037,548.258273074825,260.439107745093,020403030401,wikisrat,12
7650,Open Land,18.4271465106332,2.18185876060264,0.0297821165401588,020403030402,wikisrat,12
7651,Wooded Areas,57.3699423622603,10.7677506739927,0.221085713502867,020403030402,wikisrat,12
7652,Wetlands,355.230747865125,347.302590721166,8.07543024373014,020403030402,wikisrat,12
7653,Barren Areas,20.0646001424749,121.278333380621,2.23567961294843,020403030402,wikisrat,12
7654,Cropland,4206.68639004985,783.001487327885,12.3774757885221,020403030402,wikisrat,12
7655,Farm Animals,,41013.4366147807,2854.0559384411,020403030402,wikisrat,12
7656,Hay/Pasture,0.661565380928488,0.691325719955962,0.0456209068423782,020403030402,wikisrat,12
7657,High-Density Mixed,3374.4550503868,83.5625703521513,6.09885085393198,020403030402,wikisrat,12
7658,Low-Density Mixed,1926.65190750797,65.2632312565918,4.35635266173596,020403030402,wikisrat,12
7659,Low-Density Open Space,2292.12715705575,92.6574052487712,4.53136627721345,020403030402,wikisrat,12
7660,Medium-Density Mixed,9869.09247810557,253.843455590185,17.3282952365849,020403030402,wikisrat,12
7661,Septic Systems,,621.91268187087,0.0,020403030402,wikisrat,12
7662,Point Sources,,96.9316134671119,0.0,020403030402,wikisrat,12
7663,Subsurface Flow,,12068.1527829947,230.357654410262,020403030402,wikisrat,12
7664,Stream Bank Erosion,3028775.3570223,0.0,196.238514740808,020403030402,wikisrat,12
7665,Wooded Areas,957.470941699007,112.204890434574,3.3592627211971,020403030403,wikisrat,12
7666,Barren Areas,36.3773163051699,83.1119674645023,2.43490846727835,020403030403,wikisrat,12
7667,Cropland,19352.515213263,3335.06924104254,126.608792071259,020403030403,wikisrat,12
7668,Farm Animals,,147699.468266054,24453.0920782335,020403030403,wikisrat,12
