,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
6431,Farm Animals,,2262.6149808324,331.556723601816,020403010102,wikisrat,12,020403010102,12,Middle Manasquan River,NJ,26631.28,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6432,Cropland,241338.318907823,2583.76585183899,348.178416354261,020403010102,wikisrat,12,020403010102,12,Middle Manasquan River,NJ,26631.28,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6433,Barren Areas,7.25284235034329,51.659821010403,1.344304019176,020403010102,wikisrat,12,020403010102,12,Middle Manasquan River,NJ,26631.28,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6434,Low-Density Open Space,23654.2824751211,786.591522931353,47.4452963985589,020403010102,wikisrat,12,020403010102,12,Middle Manasquan River,NJ,26631.28,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6435,Wooded Areas,282.970616643397,26.4214192561688,1.57232774342578,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6436,Wetlands,315.163834383871,131.306707622609,6.77657507947606,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6437,Subsurface Flow,,16923.2270202151,359.567649358722,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6438,Stream Bank Erosion,4197797.26813484,359.170348137536,987.484011981268,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6439,Septic Systems,,6021.94472375008,0.0,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6440,Point Sources,,0.0,0.0,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6441,Open Land,295.308144595098,26.5020586804982,0.786263715804819,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6442,Medium-Density Mixed,201151.508793042,4524.81765891575,436.363347646576,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6443,Low-Density Open Space,26349.5570355679,752.854212151939,75.2303950741209,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6444,Low-Density Mixed,49862.400055605,1425.01801841063,142.321716339871,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6445,High-Density Mixed,92534.6374598675,2076.01642449582,201.336265150589,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6446,Hay/Pasture,338.401736553624,6.04893186325501,2.69538237323775,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6447,Farm Animals,,1370.25897794871,341.746431317144,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6448,Cropland,13769.4010935948,127.797358347027,27.1293390403844,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6449,Barren Areas,24.4839099854117,155.322966656312,4.98801970334713,020403010103,wikisrat,12,020403010103,12,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6450,Wetlands,291.965891293123,366.873812291206,13.6497656375321,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6451,Subsurface Flow,,45213.2288309116,508.400230815954,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6452,Stream Bank Erosion,8964899.87404295,2364.81558900393,2156.11074722726,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6453,Septic Systems,,6152.83394892409,0.0,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6454,Point Sources,,0.0,0.0,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6455,Open Land,925.493654009777,93.108130894913,2.26844868057412,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6456,Medium-Density Mixed,199869.180878599,4447.65240106408,363.493790537519,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6457,Wooded Areas,665.188379964156,110.410142170901,4.65960928118232,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6458,Low-Density Mixed,54024.0200144885,1677.0129420496,136.343326695287,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6459,High-Density Mixed,50492.0484894422,1126.93974994601,91.6336722511583,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6460,Hay/Pasture,1590.46986589026,38.8992268566171,12.8803809359781,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6461,Farm Animals,,2029.93796902707,357.614719697274,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6462,Cropland,116944.472085929,939.74948876749,172.04155408377,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6463,Barren Areas,26.4769631981275,97.1756219717545,2.33601252923943,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6464,Low-Density Open Space,34568.5245586778,1093.73497372673,85.3308273785349,020403010104,wikisrat,12,020403010104,12,Shark River-Frontal Atlantic Ocean,NJ,24903.35,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6465,Wetlands,489.236442314372,114.923781828019,4.25541389785111,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6466,Subsurface Flow,,15274.8661146852,214.112563496108,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6467,Stream Bank Erosion,3140289.87928353,460.837200307109,582.038068738548,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6468,Septic Systems,,3098.32396087524,0.0,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6469,Point Sources,,0.0,0.0,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6470,Open Land,345.796135099619,16.6285539764686,0.537305856444073,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6471,Medium-Density Mixed,94244.7916297208,2250.21137999861,161.938519830443,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6472,Wooded Areas,630.243118815767,39.922061410098,1.75513067814196,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6473,Low-Density Mixed,28460.3025098354,934.918083222838,68.8814346263803,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6474,High-Density Mixed,26983.754940871,635.963487630882,47.2063800441501,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6475,Hay/Pasture,374.738465634269,8.21695260337356,2.2263356956364,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6476,Farm Animals,,655.273569053793,98.424477581693,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6477,Cropland,23197.5534053711,235.94948511856,28.756230666812,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6478,Barren Areas,10.6624668329786,22.8437179255656,0.644558741050806,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6479,Low-Density Open Space,15475.2065858019,512.272008878734,37.1329662852787,020403010105,wikisrat,12,020403010105,12,Lower Manasquan River,NJ,11711.79,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6480,Wooded Areas,305.517111204647,141.502051651854,4.51732436126542,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6481,Wetlands,773.905694845274,726.620349377092,22.6344080597081,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6482,Subsurface Flow,,42018.721062636,453.83898955349,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6483,Stream Bank Erosion,6915988.74769484,2866.81521002686,1367.89652050702,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6484,Septic Systems,,3941.85568179674,0.0,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6485,Point Sources,,0.0,0.0,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6486,Open Land,193.160022121398,47.7583556065713,0.758781199402137,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6487,Medium-Density Mixed,119679.980214596,2808.66716866173,193.015492854934,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6488,Low-Density Mixed,40117.6950515408,1319.48453673825,91.3554523831949,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6489,High-Density Mixed,23535.7238047386,559.885350893951,37.4117711877754,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6490,Hay/Pasture,287.866085468115,25.9223268964695,6.68434289151717,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6491,Farm Animals,,1844.32160681262,284.435729574041,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6492,Cropland,23266.1842860568,982.677395386813,83.9404910602375,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6493,Barren Areas,2.38366128952756,2.61532784608703,0.0587756261995233,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6494,Low-Density Open Space,32003.7665520703,1062.38097505142,72.0928164926043,020403010201,wikisrat,12,020403010201,12,North Branch Metedeconk River,NJ,24767.67,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6495,Open Land,415.408902912847,42.8797386162704,1.00469892286804,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6496,Wetlands,468.995687284826,548.056859870454,17.5901278639048,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6497,Subsurface Flow,,30516.5504917551,426.019311252381,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6498,Stream Bank Erosion,5792946.17374265,3364.88045446204,1152.87196092777,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6499,Septic Systems,,3267.19760251974,0.0,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6500,Point Sources,,0.0,0.0,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6501,Medium-Density Mixed,105131.284887237,2381.06250275384,194.449861428274,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6502,Wooded Areas,774.589438374416,133.886850516875,4.95824442172745,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6503,Low-Density Mixed,31679.2827880421,962.354376911489,78.2663604939584,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6504,Barren Areas,1.69025762788275,3.69118578505648,0.0932865329995013,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6505,Cropland,12550.7922184188,328.405684215498,27.2776501713333,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6506,Low-Density Open Space,26016.0777947276,806.364456208548,62.9798980722116,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6507,Hay/Pasture,575.935437771674,16.4351319609682,4.45813951762212,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6508,High-Density Mixed,31069.7380665448,686.267691195002,59.0513209063516,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6509,Farm Animals,,499.331406995061,78.4817337233064,020403010202,wikisrat,12,020403010202,12,South Branch Metedeconk River,NJ,19725.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6510,Wooded Areas,23.4578509384252,3.83068152561755,0.0772727957203681,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6511,Wetlands,45.5835710158251,144.967313284317,3.20746445773229,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6512,Subsurface Flow,,21101.8321338719,149.541126320955,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6513,Stream Bank Erosion,4010166.40911808,669.897707878169,550.160086076323,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6514,Septic Systems,,5973.88750517737,0.0,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6515,Open Land,46.3871009400261,12.1613962386666,0.0981902262802179,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6516,Medium-Density Mixed,160227.612378833,4388.27442334334,253.224554087315,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6517,Point Sources,,0.0,0.0,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6518,Low-Density Mixed,25231.2207470342,1016.44507724579,54.4062166520253,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6519,High-Density Mixed,51670.7357186247,1373.72940444359,86.2626554012014,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6520,Hay/Pasture,11.1094892147486,0.0659159752506887,0.0100694905809377,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6521,Farm Animals,,123.380866920952,8.17717726614478,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6522,Cropland,261.859845445373,25.7788496141312,0.720895303808605,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6523,Barren Areas,2.00455683031455,3.61383528244183,0.112949234805648,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6524,Low-Density Open Space,7147.99356441031,303.335990801684,14.5458217738256,020403010203,wikisrat,12,020403010203,12,Cedar Bridge Branch-Metedeconk River,NJ,13493.07,2019_2019,"14734,94728",nhdhr,NASA_NLDAS_2000_2019
6525,Open Land,242.494045455431,46.403585545284,0.939173860040512,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6526,Wooded Areas,817.804539611907,175.65397621856,6.31546412382186,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6527,Wetlands,752.972482416684,600.062231783366,21.3157128197316,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6528,Subsurface Flow,,44934.1928780803,467.766003548271,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6529,Stream Bank Erosion,3179696.19210296,1875.77116999241,538.25347868595,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6530,Septic Systems,,678.065193363784,0.0,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6531,Medium-Density Mixed,20496.4562024531,475.166408531901,32.7170788361575,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6532,Point Sources,,0.0,0.0,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6533,Low-Density Mixed,16538.027063021,530.621835571476,37.246331563962,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6534,High-Density Mixed,3839.64435061664,89.7221080699986,6.06429702592673,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6535,Hay/Pasture,2020.30353374121,35.6117861722522,7.98637056467811,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6536,Farm Animals,,460.72252795633,79.95951977646,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6537,Cropland,17801.0452970795,454.942789714042,41.2550245090374,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6538,Barren Areas,18.8356647625494,71.5631995366794,2.17538923980979,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6539,Low-Density Open Space,18411.85286266,590.296066806696,41.5780058460114,020403010301,wikisrat,12,020403010301,12,Upper Toms River,NJ,22505.28,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6540,Wooded Areas,868.511465956436,103.641505531468,2.83396336567379,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6541,Wetlands,336.056295010451,589.133923459593,13.4768231476425,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6542,Subsurface Flow,,27519.5826788245,275.492072155454,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6543,Stream Bank Erosion,1896413.20500497,1392.96788130399,257.565298284883,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6544,Septic Systems,,1059.22121356406,0.0,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6545,Point Sources,,0.0,0.0,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6546,Open Land,381.097898079773,94.3025913428785,1.39365557632364,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6547,Medium-Density Mixed,34977.3397788515,740.144322940809,60.8103436864682,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6548,Low-Density Mixed,12177.3996822648,404.715748795014,29.0555342348548,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6549,High-Density Mixed,5030.98261930399,108.662818451628,8.65200417210508,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6550,Hay/Pasture,529.367336995975,3.94566506519943,0.531414492501297,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6551,Farm Animals,,203.054771174436,15.5096234794185,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6552,Cropland,14080.6445028271,357.841890669199,10.8372337693458,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6553,Barren Areas,22.4967755979047,91.1587244347594,2.3992893313757,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6554,Low-Density Open Space,11263.7620751088,385.653075694556,26.1949377264379,020403010302,wikisrat,12,020403010302,12,Ridgeway Branch,NJ,21488.39,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6555,Open Land,99.2202499458274,63.5502572855277,0.384660111469022,020403010303,wikisrat,12,020403010303,12,Union Branch,NJ,18915.47,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6556,Wooded Areas,634.352006148689,132.260897588799,1.77444616504114,020403010303,wikisrat,12,020403010303,12,Union Branch,NJ,18915.47,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
6557,Wetlands,127.809230530008,387.462211123804,5.87374174955649,020403010303,wikisrat,12,020403010303,12,Union Branch,NJ,18915.47,2019_2019,"14734,93730",nhdhr,NASA_NLDAS_2000_2019
