,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
7643,Open Land,358.13925638701903,9.094383803960618,0.32334555211728416,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7644,Point Sources,0.0,0.0,0.0,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7645,Septic Systems,0.0,356.77014912000004,0.0,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7646,Stream Bank Erosion,817772.0,347.0,88.0,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7647,Subsurface Flow,0.0,266311.37662223034,1966.9712465994307,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7648,Wetlands,376.2572757257556,583.6867933065204,30.848157700952406,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7649,Wooded Areas,1360.8219346641922,9.930623766275563,0.9848834013550337,gwlfe,020402070602,12,020402070602,Primehook Creek,DE,20111.23,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7650,Barren Areas,3.331039512909642,1.7302620075410469,0.05880789251653966,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7651,Cropland,268399.2006896511,6291.745522733687,517.5716395797438,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7652,Farm Animals,0.0,24374.95321910035,8193.269153315934,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7653,Hay/Pasture,108.49038131362762,0.9326289946045451,0.23493773174834695,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7654,High-Density Mixed,2504.88249624986,47.69677220052946,4.862578212074376,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7655,Low-Density Mixed,5751.451134146528,145.77860845758607,15.617999417242947,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7656,Low-Density Open Space,8780.59487226702,222.55651174872548,23.84360440514507,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7657,Medium-Density Mixed,14991.342212404465,285.45795483650204,29.101793844990585,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7658,Open Land,135.77740779575348,3.069659024917682,0.1101391893276522,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7659,Point Sources,0.0,0.0,0.0,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7660,Septic Systems,0.0,415.7009326800001,0.0,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7661,Stream Bank Erosion,1009589.0,360.0,98.0,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7662,Subsurface Flow,0.0,141527.6960214539,1089.73181489154,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7663,Wetlands,881.6655097971842,507.3179472001403,26.976407397832897,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7664,Wooded Areas,1292.630965843077,62.927640455660075,3.7158437116572047,gwlfe,020402070603,12,020402070603,Beaverdam Creek-Broadkill River,DE,15170.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7665,Barren Areas,17.98885882869321,11.475363412263992,0.3892884373389832,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7666,Cropland,196389.2895881486,3844.962648904361,344.5900347306069,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7667,Farm Animals,0.0,21546.453000545647,7242.744822774225,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7668,Hay/Pasture,134.89384895469885,4.931646896036935,1.2300632124162927,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7669,High-Density Mixed,13809.91106760089,272.0555717254469,27.785585798987547,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7670,Low-Density Mixed,18805.20374176165,512.0352135761557,54.40774440602938,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7671,Low-Density Open Space,14165.957992903077,385.71607231772975,40.98534811578798,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7672,Medium-Density Mixed,60517.71279893806,1192.2003606277901,121.76183417128266,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7673,Open Land,455.2466338853205,7.284016607384167,0.32544269606333553,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7674,Point Sources,0.0,0.0,0.0,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7675,Septic Systems,0.0,1707.3999993599998,0.0,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7676,Stream Bank Erosion,2676588.0,912.0,282.0,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7677,Subsurface Flow,0.0,137150.08609812,1018.3061435124185,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7678,Wetlands,191.69999487926836,422.9552972012927,22.327975505194498,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7679,Wooded Areas,501.9953514086807,8.910750694316688,0.6448826746847327,gwlfe,020402070604,12,020402070604,Canary Creek-Broadkill River,DE,13413.88,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7680,Barren Areas,3.109052436544437,100.16368911511351,3.3391889150268437,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7681,Cropland,0.0,0.0,0.0,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7682,Farm Animals,0.0,2141.307124955349,720.9420033785971,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7683,Hay/Pasture,0.0,0.0,0.0,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7684,High-Density Mixed,704.9773385686868,14.07779497471609,1.438802626847746,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7685,Low-Density Mixed,407.69369467963435,12.29757242270536,1.2925742310800545,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7686,Low-Density Open Space,43.779188690430544,1.3205446896864816,0.13879991743141523,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7687,Medium-Density Mixed,2771.2902274769067,55.340297486814976,5.655982740022174,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7688,Open Land,0.0,1.1534734701632399,0.0230694694032648,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7689,Point Sources,0.0,0.0,0.0,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7690,Septic Systems,0.0,79.63619399999997,0.0,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7691,Stream Bank Erosion,99197.0,2.0,3.0,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7692,Subsurface Flow,0.0,3608.221978179508,50.093557671060864,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7693,Wetlands,0.42126735644523733,3.651947035444107,0.19226119271473455,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7694,Wooded Areas,0.025051567018554002,0.035693141940035526,0.00188176517509685,gwlfe,020402070605,12,020402070605,Breakwater Harbor-Delaware Bay,DE,12238.11,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13781,93730"
7695,Barren Areas,69.14564082779212,271.276094430541,9.113432257960433,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7696,Cropland,756276.8742015333,5968.231135789458,1467.0427661875608,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7697,Farm Animals,0.0,7673.012214179762,2044.9861777239757,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7698,Hay/Pasture,6022.504122521492,171.81963261635502,82.22725597496387,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7699,High-Density Mixed,230832.132092535,4790.084094759952,490.9473651696247,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7700,Low-Density Mixed,206951.31203040082,5605.998924864494,597.197516411893,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7701,Low-Density Open Space,145178.3789708454,3932.663332448808,418.939926050613,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7702,Medium-Density Mixed,688109.2721091975,14279.21342625639,1463.5113016041146,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7703,Open Land,2605.833156354449,233.1335560887646,7.379068489691218,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7704,Point Sources,0.0,0.0,0.0,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7705,Septic Systems,0.0,19455.1221942,0.0,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7706,Stream Bank Erosion,78828898.0,25302.0,21049.0,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7707,Subsurface Flow,0.0,221477.1018383917,3142.210313062276,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7708,Wetlands,2963.273193290022,1695.12716979779,92.18207471961429,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7709,Wooded Areas,3626.207427350774,486.00619761835037,29.20741698375595,gwlfe,0204030101,10,0204030101,Manasquan River-Frontal Atlantic Ocean,NJ,91871.95,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7710,Barren Areas,15.588318659176373,12.176328921828956,0.42346605407830334,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7711,Cropland,851094.9008639175,3666.3106513223884,1297.9585065636395,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7712,Farm Animals,0.0,1214.3037494630717,323.6240634750088,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7713,Hay/Pasture,4426.355247999118,57.06104304083479,29.540208123143287,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7714,High-Density Mixed,27607.181583782905,579.0588092152692,59.37963159566281,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7715,Low-Density Mixed,35546.499492033014,959.8787124372315,102.28943292987024,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7716,Low-Density Open Space,25805.091158476407,696.82691768497,74.2573299487835,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7717,Medium-Density Mixed,76723.57291557337,1609.2718713934387,165.0229119044123,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7718,Open Land,730.7460080053919,34.66337127669194,1.5374043268249384,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7719,Point Sources,0.0,0.0,0.0,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7720,Septic Systems,0.0,2182.0317155999996,0.0,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7721,Stream Bank Erosion,4571622.0,2303.0,1366.0,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7722,Subsurface Flow,0.0,43591.428096068325,500.6458242184842,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7723,Wetlands,1382.6936134530763,225.9775786182331,13.399899881772793,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7724,Wooded Areas,1564.8397670411564,63.3485193648995,5.038910563527727,gwlfe,020403010101,12,020403010101,Upper Manasquan River,NJ,13920.12,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7725,Barren Areas,8.287265337943975,52.29331966558366,1.752053893233831,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7726,Cropland,328547.54767519486,2656.1045585388883,651.893800351327,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7727,Farm Animals,0.0,2325.8469780076657,619.8570434577015,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7728,Hay/Pasture,2686.61025462791,70.2895197518375,34.67053808302524,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7729,High-Density Mixed,18001.330100279818,362.4825664795327,37.09725043129734,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7730,Low-Density Mixed,23967.276502385597,608.1981295097328,65.26812404317153,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7731,Low-Density Open Space,31833.341263996266,807.8088726885768,86.68913491778316,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7732,Medium-Density Mixed,66324.00488311634,1335.5288401082853,136.68091219088907,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7733,Open Land,882.0138500354399,72.86575217864628,2.433765372264654,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7734,Point Sources,0.0,0.0,0.0,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7735,Septic Systems,0.0,1844.3742530400004,0.0,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7736,Stream Bank Erosion,5584518.0,2923.0,1604.0,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7737,Subsurface Flow,0.0,63901.68225376858,921.5787255416717,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7738,Wetlands,1465.420346933841,849.9069888736099,46.25415381981249,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7739,Wooded Areas,1909.268115373987,247.24379437069598,14.996085689368392,gwlfe,020403010102,12,020403010102,Middle Manasquan River,NJ,26631.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7740,Barren Areas,25.023868741626494,155.62980572727858,5.2116838574988025,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7741,Cropland,14235.94227625694,128.18505860280086,28.998935435155722,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7742,Farm Animals,0.0,1374.5690137943357,366.2028645653081,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7743,Hay/Pasture,350.9689833728943,6.069006409151638,2.8994145253824315,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7744,High-Density Mixed,95367.11589531368,2081.708580926804,213.86535528850425,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7745,Low-Density Mixed,51502.48493897735,1429.210440950874,151.85449836484776,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7746,Low-Density Open Space,27208.70192618098,755.0501868733746,80.22455202024511,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7747,Medium-Density Mixed,207913.58321819556,4538.414381238778,466.25623441392565,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7748,Open Land,313.02277700043896,26.572125034850593,0.8334292713577724,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7749,Point Sources,0.0,0.0,0.0,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7750,Septic Systems,0.0,6039.6089529599985,0.0,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7751,Stream Bank Erosion,4334585.0,383.0,1053.0,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7752,Subsurface Flow,0.0,16972.76442786242,383.496110355615,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7753,Wetlands,325.7991145117628,131.70299522089164,7.242290794821429,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7754,Wooded Areas,291.8475502705908,26.495604746304025,1.6726968268712923,gwlfe,020403010103,12,020403010103,Poplar Brook-Frontal Atlantic Ocean,NJ,14705.41,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7755,Barren Areas,31.66013567613119,98.7822039968411,3.326353371852911,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7756,Cropland,145027.09094411164,958.1767215375663,265.55726136035304,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7757,Farm Animals,0.0,2069.6071258763695,551.3658612754974,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7758,Hay/Pasture,1967.7837369348526,39.65272381012627,19.80007542776305,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7759,High-Density Mixed,57119.32665868302,1139.90798414583,116.60820016572931,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7760,Low-Density Mixed,62328.71004138657,1699.1763144489742,180.88478390997733,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7761,Low-Density Open Space,40725.55392228342,1110.2411163588886,118.19004461916322,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7762,Medium-Density Mixed,225351.12146196567,4497.243886043985,460.050743175451,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7763,Open Land,1380.5934267010923,94.79594550926298,3.3839295641202805,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7764,Point Sources,0.0,0.0,0.0,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
7765,Septic Systems,0.0,6238.699437959999,0.0,gwlfe,020403010104,12,020403010104,Shark River-Frontal Atlantic Ocean,NJ,24903.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14734,94728"
