,Source,Sediment,TotalN,TotalP,huc,land_use_source,stream_layer,weather_source
5093,Open Land,1023.2360817870469,13.553705294266647,1.2490963791311904,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5094,Point Sources,0.0,2622.6047417718546,99.39980070697597,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5095,Septic Systems,0.0,178.38507455999996,0.0,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5096,Stream Bank Erosion,613343.0,390.0,154.0,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5097,Subsurface Flow,0.0,64633.951908309966,577.640809740055,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5098,Wetlands,346.93502873778925,24.67143847935623,1.6012823471711288,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5099,Wooded Areas,2861.8118900437184,56.29162097254803,5.460347042443678,020402050301,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5100,Barren Areas,0.3078131357739765,0.2744899872141207,0.009424210372869968,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5101,Cropland,903284.7319852744,3268.2370137367902,1005.810678083967,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5102,Farm Animals,0.0,3241.980036567375,751.690669533973,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5103,Hay/Pasture,106362.86430109886,482.826933523912,199.57366507126605,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5104,High-Density Mixed,2107.0148037801114,47.477911711659445,4.884109259980308,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5105,Low-Density Mixed,2222.836299929171,48.70246609426277,5.319667802322934,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5106,Low-Density Open Space,12440.159138020592,272.56457375920417,29.771654360876806,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5107,Medium-Density Mixed,3845.589860451132,86.65367492729101,8.914166627505042,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5108,Open Land,388.2644289758056,4.059313949396224,0.4403922921638552,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5109,Point Sources,0.0,164.52967012393117,4.6599906568864,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5110,Septic Systems,0.0,116.26884323999998,0.0,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5111,Stream Bank Erosion,439922.0,274.0,107.0,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5112,Subsurface Flow,0.0,47947.881907117466,417.537896152704,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5113,Wetlands,312.4278855972678,30.039082606430263,1.844633389366256,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5114,Wooded Areas,2869.16578755972,76.10868187571693,6.426744155170384,020402050302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5115,Barren Areas,1.4165837437599853,0.560019709380416,0.019979653909151834,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5116,Cropland,1701484.8502417025,7436.048979260185,2116.7444680200747,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5117,Farm Animals,0.0,10281.787045883035,2384.600611633025,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5118,Hay/Pasture,248648.86829345295,1384.7462557901586,594.0269121690154,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5119,High-Density Mixed,10789.856806356924,222.88908350486926,22.83628375657967,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5120,Low-Density Mixed,14547.17488516109,341.8945306102778,37.00877699341358,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5121,Low-Density Open Space,39956.692477890014,939.0809368355337,101.65192437584851,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5122,Medium-Density Mixed,33169.261133701206,685.18668480092,70.20136345081293,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5123,Open Land,2274.1801293494036,25.5208234901926,2.693708990283807,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5124,Point Sources,0.0,5472.53902775615,542.4789123492991,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5125,Septic Systems,0.0,973.1542906799997,0.0,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5126,Stream Bank Erosion,4097106.0,2583.0,1035.0,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5127,Subsurface Flow,0.0,126390.55739349138,1222.5727097072784,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5128,Wetlands,492.88474716918984,52.06586480108858,3.1729284028743168,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5129,Wooded Areas,5573.282952980827,148.51382165773748,12.708354575674466,020402050303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5130,Barren Areas,0.5614920369366971,0.1868820433256556,0.006758253778868988,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5131,Cropland,982055.0749564122,3807.527892825805,1180.2111764078236,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5132,Farm Animals,0.0,5533.539409113433,1283.2714269492474,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5133,Hay/Pasture,159892.78837817436,806.1959858299975,350.29643473452245,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5134,High-Density Mixed,9023.537723635758,194.69394585349093,19.988700015032975,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5135,Low-Density Mixed,8530.101538782546,202.9399850683818,21.9342292328073,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5136,Low-Density Open Space,20973.449980600577,498.9801828904161,53.93094766641774,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5137,Medium-Density Mixed,21066.579672622498,454.53741622384763,46.666125228894806,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5138,Open Land,654.4513077266355,9.0508368572654,0.8191785535040491,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5139,Point Sources,0.0,5281.869410041873,1632.1467276045362,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5140,Septic Systems,0.0,632.31138036,0.0,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5141,Stream Bank Erosion,1830097.0,1141.0,469.0,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5142,Subsurface Flow,0.0,68732.59136303385,661.2328985967498,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5143,Wetlands,153.2627321137877,22.902316220609013,1.342365036588751,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5144,Wooded Areas,3142.3742216005494,77.81131008299188,6.903857887813075,020402050304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5145,Barren Areas,0.0,0.0,0.0,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5146,Cropland,216803.25868580525,858.6048073888719,260.63302474159593,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5147,Farm Animals,0.0,3203.895361586679,742.9147858682231,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5148,Hay/Pasture,83605.62389131018,404.1769030014716,173.86988083988024,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5149,High-Density Mixed,7223.6222143454,152.2727066127499,15.616328389611251,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5150,Low-Density Mixed,5584.050597086679,131.92379379103338,14.27099667013173,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5151,Low-Density Open Space,14626.6246018037,345.5555737324302,37.380841623553664,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5152,Medium-Density Mixed,19451.845439936635,410.0415367611305,42.05181239555448,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5153,Open Land,285.2655433558011,4.188959068540496,0.35937501889673773,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5154,Point Sources,0.0,0.0,0.0,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5155,Septic Systems,0.0,578.1587684399999,0.0,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5156,Stream Bank Erosion,991021.0,618.0,252.0,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5157,Subsurface Flow,0.0,43258.007607927895,421.3349106752022,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5158,Wetlands,262.9274531343672,22.00912176363284,1.3910004891936796,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5159,Wooded Areas,1885.3485816249615,46.79680703814029,4.131056270854506,020402050305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5160,Barren Areas,0.0,0.6955584137908968,0.02318528045969656,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5161,Cropland,135781.58517023837,685.1044166525062,167.5445134520987,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5162,Farm Animals,0.0,1963.8593912832766,458.7199069939853,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5163,Hay/Pasture,152974.9127125413,590.3173634974545,238.14712106252088,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5164,High-Density Mixed,26209.14021788218,576.3900397524793,59.227919829861946,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5165,Low-Density Mixed,18314.79574228652,473.9115172273494,50.71196339875156,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5166,Low-Density Open Space,21203.115414128937,548.6493399790407,58.70945152493256,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5167,Medium-Density Mixed,54762.0934156014,1204.3250918704887,123.75243337138116,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5168,Open Land,848.9240516176183,10.016844955662863,0.9375691878032527,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5169,Point Sources,0.0,36.189927440497605,7.4699850229488005,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5170,Septic Systems,0.0,1661.2110068399998,0.0,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5171,Stream Bank Erosion,3185919.0,1857.0,729.0,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5172,Subsurface Flow,0.0,39506.18343727082,525.9748390500782,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5173,Wetlands,468.5690973144308,48.61828233230587,2.9301278271736737,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5174,Wooded Areas,8695.96603739748,162.12416415144475,15.423101996709043,020402050306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5175,Barren Areas,1.1038252391083825,0.3270859153966551,0.01185972455152527,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5176,Cropland,85801.28626893042,454.66599543086284,112.1519944562266,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5177,Farm Animals,0.0,1807.6614999436006,423.7559604210923,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5178,Hay/Pasture,219825.02980271517,805.7731641022914,339.9654046419747,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5179,High-Density Mixed,13921.8607584127,296.99282096686585,30.47534676799921,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5180,Low-Density Mixed,20679.58676561455,509.5462070993365,54.83867072212001,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5181,Low-Density Open Space,37234.543648708306,917.4612967035359,98.73953971048992,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5182,Medium-Density Mixed,34804.651896031755,742.4820524171646,76.18836691999802,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5183,Open Land,4272.396847637594,32.52147980764694,4.482599206659563,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5184,Point Sources,0.0,64.95986975779842,13.599972732543996,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5185,Septic Systems,0.0,1040.0486936399998,0.0,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5186,Stream Bank Erosion,4616931.0,2606.0,1087.0,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5187,Subsurface Flow,0.0,38026.883490153734,563.9723161569233,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5188,Wetlands,678.444587524752,68.0272028299048,4.138936606683571,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5189,Wooded Areas,9362.227326206521,186.33396818884324,17.514891041858665,020402050307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5190,Barren Areas,2.0935036627807495,0.8395191744079918,0.029748132278277425,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5191,Cropland,49760.67276856356,458.9394135667011,86.3843652366185,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5192,Farm Animals,0.0,833.1019803242609,198.56927209824903,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5193,Hay/Pasture,50862.04040001674,199.35190593956492,81.17970539244736,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5194,High-Density Mixed,37961.367101359465,800.4206863256421,82.08796433850108,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5195,Low-Density Mixed,47860.766761047766,1256.0868823813016,134.19388534693914,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5196,Low-Density Open Space,48425.767231938495,1270.9150961365958,135.7780557132481,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5197,Medium-Density Mixed,102060.26237477714,2151.954776509319,220.69592899089082,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5198,Open Land,1180.8710219871527,14.791538343719953,1.3273998516163428,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5199,Point Sources,0.0,0.0,0.0,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5200,Septic Systems,0.0,3030.9535436399988,0.0,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5201,Stream Bank Erosion,7055804.0,4086.0,1623.0,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5202,Subsurface Flow,0.0,36672.85889093864,512.7859144835841,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5203,Wetlands,1087.9795958225823,146.05939533367797,8.555526218045362,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5204,Wooded Areas,3313.47026013252,87.76306613827003,7.26320290007673,020402050308,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5205,Barren Areas,0.20414426894075322,0.1396151550196278,0.004837887391029826,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5206,Cropland,539485.5669566453,2160.3031537949255,633.5389012104079,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5207,Farm Animals,0.0,9080.691707621434,2106.1794176394196,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5208,Hay/Pasture,171803.3809086035,933.2880907708021,394.9636373004628,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5209,High-Density Mixed,4509.6250999952,87.02089796979794,8.885408812066995,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5210,Low-Density Mixed,12119.365961602698,274.3980224794638,29.843514847963977,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5211,Low-Density Open Space,47562.96062855722,1076.8865616480464,117.12212719944652,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5212,Medium-Density Mixed,23684.79812791999,457.03852440576065,46.66665395269158,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5213,Open Land,1457.4374198853704,24.847589201781425,1.858848767708525,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5214,Point Sources,0.0,5284.309405149773,648.8386991017537,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5215,Septic Systems,0.0,672.1294773599999,0.0,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5216,Stream Bank Erosion,4532849.0,2795.0,1115.0,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5217,Subsurface Flow,0.0,107578.91965144101,1066.3206910728495,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5218,Wetlands,601.4200644820021,70.7684755060751,4.238250348437967,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5219,Wooded Areas,6779.2971896175395,172.98907695323072,14.893993977560587,020402050401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5220,Barren Areas,0.6006229404007885,0.0698616902560425,0.0028261798483490115,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5221,Cropland,583018.8771300109,1905.7151857007677,588.8132700007191,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5222,Farm Animals,0.0,1425.7561391494905,335.7496693570249,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5223,Hay/Pasture,350048.49760288186,1286.925791252195,504.9312455861393,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5224,High-Density Mixed,13032.512043999863,296.513470922845,30.515149409724767,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5225,Low-Density Mixed,7468.756091295489,174.50015939372693,18.902943062957092,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5226,Low-Density Open Space,21661.417937574686,506.0977807544487,54.82366071829617,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5227,Medium-Density Mixed,22580.63718734698,513.750770800346,52.871734567543946,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5228,Open Land,931.6171063164658,8.80275144593553,0.977433947941563,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5229,Point Sources,0.0,3447.3530881810934,114.65977011128638,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5230,Septic Systems,0.0,699.2057833199999,0.0,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5231,Stream Bank Erosion,2923974.0,1753.0,664.0,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5232,Subsurface Flow,0.0,23761.874506418982,478.90529192939493,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5233,Wetlands,527.0323395011748,38.4929736798004,2.438067632169883,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5234,Wooded Areas,13151.114052001638,225.55003549583387,22.15478550331571,020402050402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5235,Barren Areas,2.3193363157517624,0.8923192001251232,0.03176420056330024,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5236,Cropland,2840.6353994421415,12.228652164220666,3.6264695130735034,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5237,Farm Animals,0.0,337.79413091793833,80.38524212317527,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5238,Hay/Pasture,57365.658777243174,125.35671542436052,76.50823017699174,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5239,High-Density Mixed,38833.94879405915,886.963241488935,91.29507743853769,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5240,Low-Density Mixed,10780.043223553002,269.4077296384884,28.945562447198782,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5241,Low-Density Open Space,17120.54536232342,427.8653768436465,45.970484963593556,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5242,Medium-Density Mixed,65913.73380877559,1505.4626380568884,154.95718615295456,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5243,Open Land,677.9750104998084,9.349136899149284,0.7881279765494609,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5244,Point Sources,0.0,2787.3544114546944,238.91952097495678,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5245,Septic Systems,0.0,2043.4647380399997,0.0,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5246,Stream Bank Erosion,1657162.0,486.0,377.0,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5247,Subsurface Flow,0.0,23914.317352108974,276.9928067129556,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5248,Wetlands,137.14883454431538,15.415639708326093,0.927706361623001,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5249,Wooded Areas,2000.1900122046732,45.776036704427256,4.1062238468488825,020402050403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5250,Barren Areas,0.8624645870891308,0.2756892404066552,0.009849109199378479,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5251,Cropland,127073.36674626662,1031.3630952501553,188.9998724066212,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5252,Farm Animals,0.0,475.5076064468583,112.94452794067054,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5253,Hay/Pasture,26491.946283745627,150.6349282427535,57.07630958618257,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5254,High-Density Mixed,20141.85566166143,405.44962177564446,41.4873588732068,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5255,Low-Density Mixed,19272.518930131366,508.246247515438,54.26882991722801,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5256,Low-Density Open Space,18602.170445605057,490.56811716707494,52.38121844184617,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5257,Medium-Density Mixed,74413.63841388121,1497.9246230666818,153.27412596914039,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5258,Open Land,718.069852824926,12.814382375882449,0.8271783718164986,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5259,Point Sources,0.0,0.0,0.0,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5260,Septic Systems,0.0,2156.5481335200006,0.0,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5261,Stream Bank Erosion,1606063.0,916.0,338.0,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5262,Subsurface Flow,0.0,11488.241148486397,231.32266506259762,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5263,Wetlands,1127.9516719524797,140.95475321259704,8.231503716424877,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5264,Wooded Areas,2513.3801627692897,151.1246693685082,9.765139718614158,020402050501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5265,Barren Areas,0.9538811444705905,0.41276873220582483,0.014537622825216787,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5266,Cropland,273238.24921808526,1800.0462268675738,379.68918981665064,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5267,Farm Animals,0.0,1987.473655073968,462.8185688499526,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5268,Hay/Pasture,191808.51603963212,1201.8525332233892,478.2933483706896,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5269,High-Density Mixed,42111.87790937959,957.6520204335524,98.55242509518341,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5270,Low-Density Mixed,26770.23657505716,699.126362956836,74.73278392958485,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5271,Low-Density Open Space,28400.785095504034,741.7094553224381,79.28468357094992,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5272,Medium-Density Mixed,73157.7782185806,1663.6563743895413,171.2076690935421,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5273,Open Land,970.38724629413,19.90054353563536,1.21978509313632,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5274,Point Sources,0.0,36293.72723238276,3110.8837627899866,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5275,Septic Systems,0.0,2263.2606334799993,0.0,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5276,Stream Bank Erosion,3938075.0,2255.0,879.0,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5277,Subsurface Flow,0.0,55488.35295667356,625.3130825637317,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5278,Wetlands,347.7313295188002,113.8256511551363,6.2593108546982155,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5279,Wooded Areas,3873.1051727346085,200.18125276996366,13.5263216829966,020402050502,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5280,Barren Areas,2.7395219576517906,2.6736884736635194,0.09136600921809028,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5281,Cropland,77761.60240930444,542.1478920797425,114.39345021358692,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5282,Farm Animals,0.0,423.1427101492285,100.64469053443428,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5283,Hay/Pasture,13466.003013205274,63.29397333920649,27.44719959364227,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5284,High-Density Mixed,36521.42244327032,780.3769965264495,80.08224370497724,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5285,Low-Density Mixed,23268.1505524422,635.9359140417384,67.63443506695094,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5286,Low-Density Open Space,15410.12667228038,421.1702588372248,44.793212483337754,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5287,Medium-Density Mixed,90400.48946458819,1931.6460787494773,198.2254124848955,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5288,Open Land,14.822110833437518,9.378662780523209,0.20006225455165,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5289,Point Sources,0.0,0.0,0.0,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5290,Septic Systems,0.0,2701.25970048,0.0,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5291,Stream Bank Erosion,1992128.0,890.0,437.0,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5292,Subsurface Flow,0.0,17554.606471414332,269.1737327089019,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5293,Wetlands,736.5973582133462,212.1185351743507,11.741853736705835,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5294,Wooded Areas,627.9092892269817,64.51445078882162,3.887972631260739,020402050503,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5295,Barren Areas,0.06766080042008618,0.06850885631130457,0.002343350177612024,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5296,Cropland,123.11499955478776,0.4118877701952935,0.14523872138289173,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5297,Farm Animals,0.0,287.8526813848876,68.35856581911327,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5298,Hay/Pasture,10246.897595120055,23.404187595936456,14.320306187041213,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5299,High-Density Mixed,33049.96395874263,727.1123705440998,74.71679359731938,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5300,Low-Density Mixed,16659.439264621564,451.41414016412455,48.055084245824546,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5301,Low-Density Open Space,12147.025976224919,329.14308816224235,35.03877575659612,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
5302,Medium-Density Mixed,68905.07679697334,1515.939133698125,155.77525008117337,020402050504,2019_2019,nhdhr,NASA_NLDAS_2000_2019
