,Source,TotalN,TotalP,Sediment,Area,gwlfe_endpoint,huc,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
7412,Farm Animals,11128.8558808861,3002.35269423403,0.0,3741.6564534133768,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7413,Hay/Pasture,16.7339713007297,4.26500909520316,1483.23808750503,41.677980511244606,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7414,High-Density Mixed,39.8763043930294,3.29734544983431,1979.92379513265,17.28330941287033,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7415,Low-Density Mixed,338.611423578328,30.1635526740124,12560.1016978248,589.7029164776748,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7416,Low-Density Open Space,608.119981470696,54.669827146687,22654.9557805119,1058.6027015383079,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7417,Medium-Density Mixed,404.891596441223,34.5390181253968,20403.0139231665,175.35357675141358,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7418,Open Land,1.77399933326457,0.0672542057939117,67.9455483388114,2.0703964400834254,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7419,Point Sources,0.0,0.0,0.0,7208.4,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7420,Septic Systems,609.499602952775,0.0,0.0,589.7029164776748,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7421,Stream Bank Erosion,918.428499978277,274.207070137399,2007322.841766,7208.4,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7422,Subsurface Flow,95491.5991896292,772.635502917631,0.0,7208.4,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7423,Wetlands,267.042911174246,12.1172406362356,1183.75272374938,1052.3915122180574,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7424,Wooded Areas,37.3777775401275,2.17633155340017,1045.48160512084,571.1593657534493,subbasin,020402070403,12,020402070403,12,Spring Creek,DE,17914.36,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7425,Barren Areas,0.0225625915848925,0.000543329125010809,0.0694947999850539,0.08995666622023114,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7426,Cropland,8236.78983234618,822.241628806637,980713.346563034,2301.5413052446133,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7427,Farm Animals,5140.88344024968,1103.6625630902,0.0,2306.848748551607,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7428,Hay/Pasture,0.94433396027698,0.199891963826179,288.13954177755,5.307443306993638,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7429,High-Density Mixed,16.0284853067776,1.2098944582832,738.902905787751,6.9266632989577985,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7430,Low-Density Mixed,61.7415524867149,4.55699861816551,2063.50365549185,105.51916947633113,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7431,Low-Density Open Space,95.5584561120512,6.82342855520075,3148.00931736821,163.54121918838024,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7432,Medium-Density Mixed,109.287080006158,8.06323232589318,4982.06884425932,47.13729309940112,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7433,Open Land,0.448216181032229,0.0222581196962372,27.8207397806378,0.5397399973213869,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7434,Point Sources,0.0,0.0,0.0,3306.0000000000005,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7435,Septic Systems,162.627392376438,0.0,0.0,105.51916947633113,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7436,Stream Bank Erosion,91.9526853165443,30.4255208767978,247619.929871614,3306.0000000000005,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7437,Subsurface Flow,62984.5730656635,352.766517851229,0.0,3306.0000000000005,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7438,Wetlands,175.075192560905,6.62789556413636,417.852101970916,538.6605173267441,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7439,Wooded Areas,6.40930008089926,0.398684761211823,470.982033807475,136.91404598719177,subbasin,020402070404,12,020402070404,12,Ash Gut-Murderkill River,DE,8373.33,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7440,Barren Areas,3.04147695772566,0.0800635301983968,2.1153822917321,4.499490091795344,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7441,Cropland,6186.11390300349,137.53891106805,271092.387565434,2062.0263192679704,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7442,Farm Animals,6048.93084757876,322.509332298692,0.0,2068.145625792812,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7443,Hay/Pasture,2.10372150691913,0.0991236471115206,68.9782290626652,6.119306524841669,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7444,High-Density Mixed,33.6768434351827,1.5914135465098,1084.35459766873,15.028296906596452,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7445,Low-Density Mixed,61.4125647488723,1.64744034518113,1117.74543222382,103.75824151680065,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7446,Low-Density Open Space,67.378950869188,1.55769020753724,1185.96455010233,113.92708912425812,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7447,Medium-Density Mixed,168.552164178332,4.90531436950404,4256.73590278622,76.67131116419266,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7448,Open Land,2.17559420204308,0.0123364156459704,10.6186921077289,2.8796736587490206,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7449,Point Sources,74178.5758704117,489.010221448747,0.0,4122.099999999999,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7450,Septic Systems,248.154136870374,0.0,0.0,103.75824151680065,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7451,Stream Bank Erosion,96.7051815203028,34.1740115146935,424100.004843552,4122.099999999999,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7452,Subsurface Flow,33882.3067186551,30.9953989697046,0.0,4122.099999999999,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7453,Wetlands,502.451917064982,7.40413775767615,412.652353595258,1636.1045871786232,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7454,Wooded Areas,5.87112338867414,0.0420484945215638,43.1149442740432,101.14853726355936,subbasin,020402070405,12,020402070405,12,Murderkill River-Frontal Delaware Bay,DE,10535.17,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7455,Barren Areas,10.2449687655681,0.282738553603723,0.0,15.122466681409625,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7456,Barren Areas,10.2449687655681,0.282738553603723,0.0,15.122466681409625,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7457,Cropland,2401.97146015732,53.0774111005648,2548.01508721815,560.341399355803,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7458,Cropland,2401.97146015732,53.0774111005648,2548.01508721815,560.341399355803,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7459,Farm Animals,3551.65532317115,490.036656755638,0.0,563.9419866609005,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7460,Farm Animals,3551.65532317115,490.036656755638,0.0,563.9419866609005,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7461,Hay/Pasture,1.13318375998636,0.0908569998509941,0.919274894641069,3.6005873050975294,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7462,Hay/Pasture,1.13318375998636,0.0908569998509941,0.919274894641069,3.6005873050975294,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7463,High-Density Mixed,3.09220600327783,0.175962337139048,123.232468206624,1.2602055567841353,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7464,High-Density Mixed,3.09220600327783,0.175962337139048,123.232468206624,1.2602055567841353,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7465,Low-Density Mixed,7.86400866391369,0.400196052477208,236.178969462012,15.3024960466645,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7466,Low-Density Mixed,7.86400866391369,0.400196052477208,236.178969462012,15.3024960466645,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7467,Low-Density Open Space,22.7605267797674,1.04214104788752,659.246295041875,44.377238535327045,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7468,Low-Density Open Space,22.7605267797674,1.04214104788752,659.246295041875,44.377238535327045,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7469,Medium-Density Mixed,19.1551035630497,1.29703756761989,822.339047616187,8.011306753842003,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7470,Medium-Density Mixed,19.1551035630497,1.29703756761989,822.339047616187,8.011306753842003,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7471,Open Land,0.747446471715666,0.00682918942942824,0.0,0.9901615089018205,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7472,Open Land,0.747446471715666,0.00682918942942824,0.0,0.9901615089018205,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7473,Point Sources,0.0,0.0,0.0,1640.5,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7474,Point Sources,0.0,0.0,0.0,1640.5,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7475,Septic Systems,27.6359830348943,0.0,0.0,15.3024960466645,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7476,Septic Systems,27.6359830348943,0.0,0.0,15.3024960466645,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7477,Stream Bank Erosion,7.24806505784593,6.28165638346647,187024.269664501,1640.5,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7478,Stream Bank Erosion,7.24806505784593,6.28165638346647,187024.269664501,1640.5,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7479,Subsurface Flow,29847.338355488,154.362329174299,0.0,1640.5,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7480,Subsurface Flow,29847.338355488,154.362329174299,0.0,1640.5,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7481,Wetlands,397.619814202556,9.43797742628751,40.1985660006889,950.2850044978654,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7482,Wetlands,397.619814202556,9.43797742628751,40.1985660006889,950.2850044978654,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7483,Wooded Areas,3.11609206599394,0.0715445865406391,11.6598254535833,41.226724643366715,subbasin,020402070406,12,020402070406,12,Brockonbridge Gut-Frontal Delaware Bay,DE,14668.65,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7484,Wooded Areas,3.11609206599394,0.0715445865406391,11.6598254535833,41.226724643366715,subbasin,020402070406,12,0204020704,10,Murderkill River-Frontal Delaware Bay,DE,77355.01,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7485,Barren Areas,0.0661362402976276,0.00100875789366052,0.054378110527936,0.08999528547629493,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7486,Cropland,11053.5996948421,733.258042041222,615916.062958618,3707.5357757669226,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7487,Farm Animals,19904.3801700911,3864.35330172552,0.0,3731.744507560046,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7488,Hay/Pasture,2.06164304461766,0.416822323406037,325.575784912183,24.208731793123338,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7489,High-Density Mixed,125.154229975754,9.74987047305225,5016.43508023472,50.39735986672517,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7490,Low-Density Mixed,172.703893441334,13.7012919496921,6029.41739626278,304.09406962440056,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7491,Low-Density Open Space,314.631809535317,22.6100520977821,10478.7605078639,556.6208406708841,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7492,Medium-Density Mixed,285.285432503688,22.8520698826308,11603.6594247817,114.74398898227604,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7493,Open Land,14.335240889967,0.347712493312524,350.942245605272,17.7290712388301,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7494,Point Sources,7736.1687579743,497.963311013934,0.0,6923.5,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7495,Septic Systems,393.82754979326,0.0,0.0,304.09406962440056,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7496,Stream Bank Erosion,364.291187046699,122.764795634785,1073520.52262808,6923.5,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7497,Subsurface Flow,184004.03198082,898.013191259261,0.0,6923.5,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7498,Wetlands,257.371701274866,7.81808316042636,1396.57793575821,1032.4259149840557,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7499,Wooded Areas,69.7063643152,2.45880993328693,1148.10118929126,1115.7615493351047,subbasin,020402070501,12,020402070501,12,Upper Mispillion River,DE,17305.58,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7500,Barren Areas,0.0617929764499376,0.00137631240505829,0.0,0.08997235703869265,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7501,Cropland,3004.84839398,206.059951159054,211468.33629124,2336.2222228666933,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7502,Farm Animals,17589.7177923728,3673.91199424714,0.0,2348.1885463528392,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7503,Hay/Pasture,3.74550612683881,0.676540026649094,79.7964211113665,11.966323486146122,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7504,High-Density Mixed,17.3367966088143,1.10287398284611,733.418667205698,7.46770563421149,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7505,Low-Density Mixed,88.9436843465143,6.35948135774099,2974.44777286042,163.38980038226586,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7506,Low-Density Open Space,173.901949939484,12.2073945138707,5770.43988693582,319.67178455847505,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7507,Medium-Density Mixed,108.014982725371,7.00274865696585,4603.28829018901,46.695653303081485,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7508,Open Land,5.61336131543238,0.103954444933443,70.1571507863684,7.9175674194049535,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7509,Point Sources,0.0,0.0,0.0,4480.099999999999,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7510,Septic Systems,160.870016648052,0.0,0.0,163.38980038226586,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7511,Stream Bank Erosion,147.491435038367,43.3059958197759,445193.054718755,4480.099999999999,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7512,Subsurface Flow,201312.617107997,929.081532843075,0.0,4480.099999999999,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7513,Wetlands,128.579157876915,4.25288368809457,438.040281559206,569.3450753408471,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7514,Wooded Areas,14.2683214654191,0.791831480933863,1076.41241360081,1017.3174410364978,subbasin,020402070502,12,020402070502,12,Upper Cedar Creek,DE,11177.2,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
7515,Barren Areas,0.22993751181412,0.00666220281289155,0.107714573746852,0.5400359170161907,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7516,Cropland,9931.12372320128,689.609529320174,627615.270533364,3188.3720540635895,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7517,Farm Animals,17307.7961807838,3413.87947538526,0.0,3200.792880154962,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7518,Hay/Pasture,4.54539232479986,0.757614273113904,244.154446751443,12.420826091372385,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7519,High-Density Mixed,420.029310266335,17.9274940226991,12705.2906442677,173.89156527921338,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7520,Low-Density Mixed,351.22993925541,16.0291832352488,9023.50640563234,586.479005879583,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7521,Low-Density Open Space,444.286397106151,22.3362719550607,11880.6806161777,739.3991763813344,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7522,Medium-Density Mixed,966.211501876345,40.2810818552521,28886.1528841252,400.52663845367476,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7523,Open Land,16.2195951345431,0.307218819054014,336.405879778136,19.801316957260326,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7524,Point Sources,0.0,0.0,0.0,6495.9,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7525,Septic Systems,1347.50419829413,0.0,0.0,586.479005879583,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7526,Stream Bank Erosion,346.85245204304,100.802562020434,1047182.09471149,6495.9,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7527,Subsurface Flow,170783.474417156,649.158754306121,0.0,6495.9,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7528,Wetlands,297.133655852629,10.6149883394019,921.486955088029,917.7910409690161,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7529,Wooded Areas,28.5589900561108,1.05554211750264,420.222362789565,456.6903738233586,subbasin,020402070503,12,020402070503,12,Middle Mispillion River,DE,16179.13,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
7530,Barren Areas,23.5566161071201,0.498651035811141,41.268615619631,38.88503440737732,subbasin,020402070504,12,020402070504,12,Slaughter Creek-Frontal Delaware Bay,DE,10494.78,2019_2019,"13781,93730",nhdhr,NASA_NLDAS_2000_2019
